htno,sem,subcode,subname,internal,external,marks,dept
15NG1A1233,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,39,62,IT
15NG1A1233,2-1 SEM,RT21055,DATA STRUCTURES LAB,22,44,66,IT
15NG1A1233,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,23,45,68,IT
15NG1A1233,2-1 SEM,RT21057,SEMINAR,44,0,44,IT
15NG1A1234,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,23,31,54,IT
15NG1A1234,2-1 SEM,RT21042,DATA STRUCTURES,24,12,36,IT
15NG1A1234,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,23,10,33,IT
15NG1A1234,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,22,32,54,IT
15NG1A1234,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,23,24,47,IT
15NG1A1234,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,45,68,IT
15NG1A1234,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,47,71,IT
15NG1A1234,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,23,43,66,IT
15NG1A1234,2-1 SEM,RT21057,SEMINAR,43,0,43,IT
15NG1A1235,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,24,24,48,IT
15NG1A1235,2-1 SEM,RT21042,DATA STRUCTURES,15,36,51,IT
15NG1A1235,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,17,30,47,IT
15NG1A1235,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,14,12,26,IT
15NG1A1235,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,18,29,47,IT
15NG1A1235,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,42,65,IT
15NG1A1235,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,45,69,IT
15NG1A1235,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,22,41,63,IT
15NG1A1235,2-1 SEM,RT21057,SEMINAR,47,0,47,IT
15NG1A1236,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,18,8,26,IT
15NG1A1236,2-1 SEM,RT21042,DATA STRUCTURES,17,13,30,IT
15NG1A1236,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,20,6,26,IT
15NG1A1236,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,17,4,21,IT
15NG1A1236,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,18,1,19,IT
15NG1A1236,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,21,36,57,IT
15NG1A1236,2-1 SEM,RT21055,DATA STRUCTURES LAB,20,46,66,IT
15NG1A1236,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,15,33,48,IT
15NG1A1236,2-1 SEM,RT21057,SEMINAR,41,0,41,IT
15NG1A1237,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,26,25,51,IT
15NG1A1237,2-1 SEM,RT21042,DATA STRUCTURES,26,29,55,IT
15NG1A1237,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,23,39,62,IT
15NG1A1237,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,24,38,62,IT
15NG1A1237,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,23,34,57,IT
15NG1A1237,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,44,67,IT
15NG1A1237,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,47,71,IT
15NG1A1237,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,24,46,70,IT
15NG1A1237,2-1 SEM,RT21057,SEMINAR,45,0,45,IT
15NG1A1238,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,26,25,51,IT
15NG1A1238,2-1 SEM,RT21042,DATA STRUCTURES,19,10,29,IT
15NG1A1238,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,17,2,19,IT
15NG1A1238,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,21,13,34,IT
15NG1A1238,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,18,24,42,IT
15NG1A1238,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,20,41,61,IT
15NG1A1238,2-1 SEM,RT21055,DATA STRUCTURES LAB,22,45,67,IT
15NG1A1238,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,16,40,56,IT
15NG1A1238,2-1 SEM,RT21057,SEMINAR,37,0,37,IT
15NG1A1239,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,22,40,62,IT
15NG1A1239,2-1 SEM,RT21042,DATA STRUCTURES,23,47,70,IT
15NG1A1239,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,21,44,65,IT
15NG1A1239,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,23,33,56,IT
15NG1A1239,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,19,26,45,IT
15NG1A1239,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,45,68,IT
15NG1A1239,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,45,69,IT
15NG1A1239,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,25,44,69,IT
15NG1A1239,2-1 SEM,RT21057,SEMINAR,48,0,48,IT
15NG1A1240,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,27,27,54,IT
15NG1A1240,2-1 SEM,RT21042,DATA STRUCTURES,28,38,66,IT
15NG1A1240,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,30,47,77,IT
15NG1A1240,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,28,37,65,IT
15NG1A1240,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,26,43,69,IT
15NG1A1240,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,25,48,73,IT
15NG1A1240,2-1 SEM,RT21055,DATA STRUCTURES LAB,25,50,75,IT
15NG1A1240,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,23,46,69,IT
15NG1A1240,2-1 SEM,RT21057,SEMINAR,49,0,49,IT
15NG1A1241,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,23,-1,22,IT
15NG1A1241,2-1 SEM,RT21042,DATA STRUCTURES,19,-1,18,IT
15NG1A1241,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,24,-1,23,IT
15NG1A1241,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,14,-1,13,IT
15NG1A1241,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,24,-1,23,IT
15NG1A1241,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,22,-1,21,IT
15NG1A1241,2-1 SEM,RT21055,DATA STRUCTURES LAB,23,47,70,IT
15NG1A1241,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,23,-1,22,IT
15NG1A1241,2-1 SEM,RT21057,SEMINAR,45,0,45,IT
15NG1A1242,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,22,25,47,IT
15NG1A1242,2-1 SEM,RT21042,DATA STRUCTURES,17,26,43,IT
15NG1A1242,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,21,11,32,IT
15NG1A1242,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,21,35,56,IT
15NG1A1242,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,22,24,46,IT
15NG1A1242,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,22,42,64,IT
15NG1A1242,2-1 SEM,RT21055,DATA STRUCTURES LAB,23,46,69,IT
15NG1A1242,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,23,46,69,IT
15NG1A1242,2-1 SEM,RT21057,SEMINAR,46,0,46,IT
15NG1A1243,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,24,47,71,IT
15NG1A1243,2-1 SEM,RT21042,DATA STRUCTURES,22,32,54,IT
15NG1A1243,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,20,42,62,IT
15NG1A1243,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,27,39,66,IT
15NG1A1243,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,26,43,69,IT
15NG1A1243,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,22,44,66,IT
15NG1A1243,2-1 SEM,RT21055,DATA STRUCTURES LAB,23,44,67,IT
15NG1A1243,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,22,47,69,IT
15NG1A1243,2-1 SEM,RT21057,SEMINAR,40,0,40,IT
15NG1A1244,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,24,15,39,IT
15NG1A1244,2-1 SEM,RT21042,DATA STRUCTURES,19,15,34,IT
15NG1A1244,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,18,24,42,IT
15NG1A1244,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,18,27,45,IT
15NG1A1244,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,17,24,41,IT
15NG1A1244,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,41,64,IT
15NG1A1244,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,46,70,IT
15NG1A1244,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,22,44,66,IT
15NG1A1244,2-1 SEM,RT21057,SEMINAR,42,0,42,IT
15NG1A1245,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,24,7,31,IT
15NG1A1245,2-1 SEM,RT21042,DATA STRUCTURES,20,26,46,IT
15NG1A1245,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,21,33,54,IT
15NG1A1245,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,24,46,70,IT
15NG1A1245,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,20,47,67,IT
15NG1A1245,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,21,45,66,IT
15NG1A1245,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,46,70,IT
15NG1A1245,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,23,44,67,IT
15NG1A1245,2-1 SEM,RT21057,SEMINAR,46,0,46,IT
15NG1A1246,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,23,10,33,IT
15NG1A1246,2-1 SEM,RT21042,DATA STRUCTURES,17,0,17,IT
15NG1A1246,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,18,1,19,IT
15NG1A1246,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,11,-1,10,IT
15NG1A1246,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,13,0,13,IT
15NG1A1246,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,16,35,51,IT
15NG1A1246,2-1 SEM,RT21055,DATA STRUCTURES LAB,19,40,59,IT
15NG1A1246,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,16,31,47,IT
15NG1A1246,2-1 SEM,RT21057,SEMINAR,35,0,35,IT
15NG1A1247,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,20,47,67,IT
15NG1A1247,2-1 SEM,RT21042,DATA STRUCTURES,18,30,48,IT
15NG1A1247,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,17,26,43,IT
15NG1A1247,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,20,11,31,IT
15NG1A1247,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,21,26,47,IT
15NG1A1247,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,23,42,65,IT
15NG1A1247,2-1 SEM,RT21055,DATA STRUCTURES LAB,22,45,67,IT
15NG1A1247,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,25,44,69,IT
15NG1A1247,2-1 SEM,RT21057,SEMINAR,46,0,46,IT
15NG1A1248,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,25,27,52,IT
15NG1A1248,2-1 SEM,RT21042,DATA STRUCTURES,25,31,56,IT
15NG1A1248,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,26,39,65,IT
15NG1A1248,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,24,33,57,IT
15NG1A1248,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,26,34,60,IT
15NG1A1248,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,24,49,73,IT
15NG1A1248,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,49,73,IT
15NG1A1248,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,25,45,70,IT
15NG1A1248,2-1 SEM,RT21057,SEMINAR,47,0,47,IT
15NG1A1249,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,26,44,70,IT
15NG1A1249,2-1 SEM,RT21042,DATA STRUCTURES,27,31,58,IT
15NG1A1249,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,26,57,83,IT
15NG1A1249,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,23,36,59,IT
15NG1A1249,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,22,40,62,IT
15NG1A1249,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,24,45,69,IT
15NG1A1249,2-1 SEM,RT21055,DATA STRUCTURES LAB,24,49,73,IT
15NG1A1249,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,24,46,70,IT
15NG1A1249,2-1 SEM,RT21057,SEMINAR,45,0,45,IT
15NG1A1250,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,24,-1,23,IT
15NG1A1250,2-1 SEM,RT21042,DATA STRUCTURES,21,0,21,IT
15NG1A1250,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,21,-1,20,IT
15NG1A1250,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,18,-1,17,IT
15NG1A1250,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,19,-1,18,IT
15NG1A1250,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,17,38,55,IT
15NG1A1250,2-1 SEM,RT21055,DATA STRUCTURES LAB,20,38,58,IT
15NG1A1250,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,20,40,60,IT
15NG1A1250,2-1 SEM,RT21057,SEMINAR,43,0,43,IT
15NG1A1251,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,17,18,35,IT
15NG1A1251,2-1 SEM,RT21042,DATA STRUCTURES,16,6,22,IT
15NG1A1251,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,17,24,41,IT
15NG1A1251,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,16,4,20,IT
15NG1A1251,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,14,13,27,IT
15NG1A1251,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,19,36,55,IT
15NG1A1251,2-1 SEM,RT21055,DATA STRUCTURES LAB,20,38,58,IT
15NG1A1251,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,13,34,47,IT
15NG1A1251,2-1 SEM,RT21057,SEMINAR,39,0,39,IT
15NG1A1252,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,21,0,21,IT
15NG1A1252,2-1 SEM,RT21042,DATA STRUCTURES,20,1,21,IT
15NG1A1252,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,16,6,22,IT
15NG1A1252,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,17,8,25,IT
15NG1A1252,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,14,1,15,IT
15NG1A1252,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,16,35,51,IT
15NG1A1252,2-1 SEM,RT21055,DATA STRUCTURES LAB,21,40,61,IT
15NG1A1252,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,16,33,49,IT
15NG1A1252,2-1 SEM,RT21057,SEMINAR,35,0,35,IT
15NG1A1253,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,19,46,65,IT
15NG1A1253,2-1 SEM,RT21042,DATA STRUCTURES,20,26,46,IT
15NG1A1253,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,15,33,48,IT
15NG1A1253,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,20,45,65,IT
15NG1A1253,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,19,27,46,IT
15NG1A1253,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,20,40,60,IT
15NG1A1253,2-1 SEM,RT21055,DATA STRUCTURES LAB,23,47,70,IT
15NG1A1253,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,20,42,62,IT
15NG1A1253,2-1 SEM,RT21057,SEMINAR,40,0,40,IT
15NG1A1254,2-1 SEM,RT21034,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,16,27,43,IT
15NG1A1254,2-1 SEM,RT21042,DATA STRUCTURES,15,36,51,IT
15NG1A1254,2-1 SEM,RT21051,OBJECT ORIENTED PROGRAMMING THROUGH C++,13,10,23,IT
15NG1A1254,2-1 SEM,RT21052,MATHEMATICAL FOUNDATIONS OF COMLUTER SCI,19,42,61,IT
15NG1A1254,2-1 SEM,RT21053,DIGITAL LOGIC DESIGN,18,28,46,IT
15NG1A1254,2-1 SEM,RT21054,OBJECT ORIENTED PROGRAMMING LAB,16,35,51,IT
15NG1A1254,2-1 SEM,RT21055,DATA STRUCTURES LAB,20,42,62,IT
15NG1A1254,2-1 SEM,RT21056,DIGITAL LOGIC DESIGN LAB,16,42,58,IT
15NG1A1254,2-1 SEM,RT21057,SEMINAR,35,0,35,IT
16NG5A0101,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,25,37,62,CE
16NG5A0101,2-1 SEM,RT21012,PROBABILITY & STATISTICS,28,66,94,CE
16NG5A0101,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,30,44,74,CE
16NG5A0101,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,27,70,97,CE
16NG5A0101,2-1 SEM,RT21015,SURVEYING,28,37,65,CE
16NG5A0101,2-1 SEM,RT21016,FLUID MECHANICS,29,60,89,CE
16NG5A0101,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,25,49,74,CE
16NG5A0101,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,25,49,74,CE
16NG5A0102,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,28,60,88,CE
16NG5A0102,2-1 SEM,RT21012,PROBABILITY & STATISTICS,30,68,98,CE
16NG5A0102,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,30,70,100,CE
16NG5A0102,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,29,59,88,CE
16NG5A0102,2-1 SEM,RT21015,SURVEYING,30,42,72,CE
16NG5A0102,2-1 SEM,RT21016,FLUID MECHANICS,29,64,93,CE
16NG5A0102,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,25,49,74,CE
16NG5A0102,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,24,49,73,CE
16NG5A0103,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,16,17,33,CE
16NG5A0103,2-1 SEM,RT21012,PROBABILITY & STATISTICS,23,8,31,CE
16NG5A0103,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,23,3,26,CE
16NG5A0103,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,24,1,25,CE
16NG5A0103,2-1 SEM,RT21015,SURVEYING,22,17,39,CE
16NG5A0103,2-1 SEM,RT21016,FLUID MECHANICS,27,5,32,CE
16NG5A0103,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,22,46,68,CE
16NG5A0103,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,20,46,66,CE
16NG5A0104,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,24,54,78,CE
16NG5A0104,2-1 SEM,RT21012,PROBABILITY & STATISTICS,25,26,51,CE
16NG5A0104,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,26,44,70,CE
16NG5A0104,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,29,42,71,CE
16NG5A0104,2-1 SEM,RT21015,SURVEYING,26,55,81,CE
16NG5A0104,2-1 SEM,RT21016,FLUID MECHANICS,29,47,76,CE
16NG5A0104,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,23,47,70,CE
16NG5A0104,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,24,47,71,CE
16NG5A0105,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,22,27,49,CE
16NG5A0105,2-1 SEM,RT21012,PROBABILITY & STATISTICS,28,59,87,CE
16NG5A0105,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,27,46,73,CE
16NG5A0105,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,27,63,90,CE
16NG5A0105,2-1 SEM,RT21015,SURVEYING,29,40,69,CE
16NG5A0105,2-1 SEM,RT21016,FLUID MECHANICS,27,43,70,CE
16NG5A0105,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,25,48,73,CE
16NG5A0105,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,23,48,71,CE
16NG5A0106,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,24,43,67,CE
16NG5A0106,2-1 SEM,RT21012,PROBABILITY & STATISTICS,29,32,61,CE
16NG5A0106,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,27,70,97,CE
16NG5A0106,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,28,47,75,CE
16NG5A0106,2-1 SEM,RT21015,SURVEYING,28,36,64,CE
16NG5A0106,2-1 SEM,RT21016,FLUID MECHANICS,27,37,64,CE
16NG5A0106,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,23,48,71,CE
16NG5A0106,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,24,48,72,CE
16NG5A0107,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,16,32,48,CE
16NG5A0107,2-1 SEM,RT21012,PROBABILITY & STATISTICS,20,0,20,CE
16NG5A0107,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,20,7,27,CE
16NG5A0107,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,25,9,34,CE
16NG5A0107,2-1 SEM,RT21015,SURVEYING,21,36,57,CE
16NG5A0107,2-1 SEM,RT21016,FLUID MECHANICS,20,24,44,CE
16NG5A0107,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,23,47,70,CE
16NG5A0107,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,22,47,69,CE
16NG5A0108,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,21,37,58,CE
16NG5A0108,2-1 SEM,RT21012,PROBABILITY & STATISTICS,26,39,65,CE
16NG5A0108,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,28,38,66,CE
16NG5A0108,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,26,52,78,CE
16NG5A0108,2-1 SEM,RT21015,SURVEYING,25,47,72,CE
16NG5A0108,2-1 SEM,RT21016,FLUID MECHANICS,29,38,67,CE
16NG5A0108,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,25,49,74,CE
16NG5A0108,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,23,49,72,CE
16NG5A0109,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,21,33,54,CE
16NG5A0109,2-1 SEM,RT21012,PROBABILITY & STATISTICS,18,34,52,CE
16NG5A0109,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,27,28,55,CE
16NG5A0109,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,26,70,96,CE
16NG5A0109,2-1 SEM,RT21015,SURVEYING,20,38,58,CE
16NG5A0109,2-1 SEM,RT21016,FLUID MECHANICS,21,24,45,CE
16NG5A0109,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,24,47,71,CE
16NG5A0109,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,22,47,69,CE
16NG5A0110,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,22,10,32,CE
16NG5A0110,2-1 SEM,RT21012,PROBABILITY & STATISTICS,21,30,51,CE
16NG5A0110,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,23,44,67,CE
16NG5A0110,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,22,36,58,CE
16NG5A0110,2-1 SEM,RT21015,SURVEYING,22,35,57,CE
16NG5A0110,2-1 SEM,RT21016,FLUID MECHANICS,25,31,56,CE
16NG5A0110,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,24,45,69,CE
16NG5A0110,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,21,45,66,CE
16NG5A0111,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,19,34,53,CE
16NG5A0111,2-1 SEM,RT21012,PROBABILITY & STATISTICS,23,47,70,CE
16NG5A0111,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,25,36,61,CE
16NG5A0111,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,26,51,77,CE
16NG5A0111,2-1 SEM,RT21015,SURVEYING,28,42,70,CE
16NG5A0111,2-1 SEM,RT21016,FLUID MECHANICS,26,34,60,CE
16NG5A0111,2-1 SEM,RT21017,SURVEYING FIELD WORK-I,23,49,72,CE
16NG5A0111,2-1 SEM,RT21018,STRENGTH OF MATERIALS LAB,23,49,72,CE
16NG5A0112,2-1 SEM,RT21011,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,13,9,22,CE
16NG5A0112,2-1 SEM,RT21012,PROBABILITY & STATISTICS,16,3,19,CE
16NG5A0112,2-1 SEM,RT21013,STRENGTH OF MATERIALS-I,21,36,57,CE
16NG5A0112,2-1 SEM,RT21014,BUILDING MATERIALS AND CONSTRUCTION,23,40,63,CE
