htno,sem,subcode,subname,internal,external,marks,dept
16NG5A0317,2-2 SEM,RT22031,KINEMATICS OF MACHINERY,27,55,82,ME
16NG5A0317,2-2 SEM,RT22032,THERMAL ENGINEERING -I,25,46,71,ME
16NG5A0317,2-2 SEM,RT22033,PRODUCTION TECHNOLOGY,25,30,55,ME
16NG5A0317,2-2 SEM,RT22034,FLUID MECHANICS & HYDRAULIC MACHINERY,18,40,58,ME
16NG5A0317,2-2 SEM,RT22035,MACHINE DRAWING,28,70,98,ME
16NG5A0317,2-2 SEM,RT22037,PRODUCTION TECHNOLOGY LAB,24,46,70,ME
16NG5A0317,2-2 SEM,RT22038,THERMAL ENGINEERING LAB,24,47,71,ME
16NG5A0318,2-2 SEM,RT22017,FLUID MECHANICS & HYDRAULIC MACHINERY LAB,21,47,68,ME
16NG5A0318,2-2 SEM,RT22031,KINEMATICS OF MACHINERY,29,60,89,ME
16NG5A0318,2-2 SEM,RT22032,THERMAL ENGINEERING -I,29,43,72,ME
16NG5A0318,2-2 SEM,RT22033,PRODUCTION TECHNOLOGY,27,53,80,ME
16NG5A0318,2-2 SEM,RT22034,FLUID MECHANICS & HYDRAULIC MACHINERY,24,60,84,ME
16NG5A0318,2-2 SEM,RT22035,MACHINE DRAWING,30,51,81,ME
16NG5A0318,2-2 SEM,RT22037,PRODUCTION TECHNOLOGY LAB,24,49,73,ME
16NG5A0318,2-2 SEM,RT22038,THERMAL ENGINEERING LAB,25,49,74,ME
16NG5A0319,2-2 SEM,RT22017,FLUID MECHANICS & HYDRAULIC MACHINERY LAB,20,43,63,ME
16NG5A0319,2-2 SEM,RT22031,KINEMATICS OF MACHINERY,22,38,60,ME
16NG5A0319,2-2 SEM,RT22032,THERMAL ENGINEERING -I,21,40,61,ME
16NG5A0319,2-2 SEM,RT22033,PRODUCTION TECHNOLOGY,24,29,53,ME
16NG5A0319,2-2 SEM,RT22034,FLUID MECHANICS & HYDRAULIC MACHINERY,18,46,64,ME
16NG5A0319,2-2 SEM,RT22035,MACHINE DRAWING,25,41,66,ME
16NG5A0319,2-2 SEM,RT22037,PRODUCTION TECHNOLOGY LAB,22,46,68,ME
16NG5A0319,2-2 SEM,RT22038,THERMAL ENGINEERING LAB,24,45,69,ME
16NG5A0401,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,20,29,49,ECE
16NG5A0401,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,18,33,51,ECE
16NG5A0401,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,21,2,23,ECE
16NG5A0401,2-2 SEM,RT22043,MANAGEMENT SCIENCE,20,32,52,ECE
16NG5A0401,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,21,13,34,ECE
16NG5A0401,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,24,41,65,ECE
16NG5A0401,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,23,39,62,ECE
16NG5A0401,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,24,47,71,ECE
16NG5A0402,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,27,34,61,ECE
16NG5A0402,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,28,50,78,ECE
16NG5A0402,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,28,33,61,ECE
16NG5A0402,2-2 SEM,RT22043,MANAGEMENT SCIENCE,25,40,65,ECE
16NG5A0402,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,27,40,67,ECE
16NG5A0402,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,28,48,76,ECE
16NG5A0402,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,24,47,71,ECE
16NG5A0402,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,25,49,74,ECE
16NG5A0403,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,27,57,84,ECE
16NG5A0403,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,25,30,55,ECE
16NG5A0403,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,22,0,22,ECE
16NG5A0403,2-2 SEM,RT22043,MANAGEMENT SCIENCE,19,45,64,ECE
16NG5A0403,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,22,11,33,ECE
16NG5A0403,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,27,46,73,ECE
16NG5A0403,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,23,45,68,ECE
16NG5A0403,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,24,49,73,ECE
16NG5A0404,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,28,29,57,ECE
16NG5A0404,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,25,10,35,ECE
16NG5A0404,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,25,31,56,ECE
16NG5A0404,2-2 SEM,RT22043,MANAGEMENT SCIENCE,16,14,30,ECE
16NG5A0404,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,22,36,58,ECE
16NG5A0404,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,24,29,53,ECE
16NG5A0404,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,22,43,65,ECE
16NG5A0404,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,24,49,73,ECE
16NG5A0405,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,19,38,57,ECE
16NG5A0405,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,19,29,48,ECE
16NG5A0405,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,22,9,31,ECE
16NG5A0405,2-2 SEM,RT22043,MANAGEMENT SCIENCE,17,25,42,ECE
16NG5A0405,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,17,3,20,ECE
16NG5A0405,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,19,40,59,ECE
16NG5A0405,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,20,34,54,ECE
16NG5A0405,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,23,46,69,ECE
16NG5A0406,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,20,12,32,ECE
16NG5A0406,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,21,17,38,ECE
16NG5A0406,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,21,4,25,ECE
16NG5A0406,2-2 SEM,RT22043,MANAGEMENT SCIENCE,22,38,60,ECE
16NG5A0406,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,16,13,29,ECE
16NG5A0406,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,23,31,54,ECE
16NG5A0406,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,22,38,60,ECE
16NG5A0406,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,22,40,62,ECE
16NG5A0407,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,18,6,24,ECE
16NG5A0407,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,17,15,32,ECE
16NG5A0407,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,16,0,16,ECE
16NG5A0407,2-2 SEM,RT22043,MANAGEMENT SCIENCE,18,27,45,ECE
16NG5A0407,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,15,0,15,ECE
16NG5A0407,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,16,10,26,ECE
16NG5A0407,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,20,37,57,ECE
16NG5A0407,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,17,41,58,ECE
16NG5A0409,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,28,41,69,ECE
16NG5A0409,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,30,44,74,ECE
16NG5A0409,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,25,41,66,ECE
16NG5A0409,2-2 SEM,RT22043,MANAGEMENT SCIENCE,22,35,57,ECE
16NG5A0409,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,30,47,77,ECE
16NG5A0409,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,26,43,69,ECE
16NG5A0409,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,23,50,73,ECE
16NG5A0409,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,25,50,75,ECE
16NG5A0410,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,23,5,28,ECE
16NG5A0410,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,17,31,48,ECE
16NG5A0410,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,23,0,23,ECE
16NG5A0410,2-2 SEM,RT22043,MANAGEMENT SCIENCE,18,24,42,ECE
16NG5A0410,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,16,5,21,ECE
16NG5A0410,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,21,32,53,ECE
16NG5A0410,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,20,38,58,ECE
16NG5A0410,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,23,39,62,ECE
16NG5A0411,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,23,24,47,ECE
16NG5A0411,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,23,50,73,ECE
16NG5A0411,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,26,48,74,ECE
16NG5A0411,2-2 SEM,RT22043,MANAGEMENT SCIENCE,17,42,59,ECE
16NG5A0411,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,22,30,52,ECE
16NG5A0411,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,28,51,79,ECE
16NG5A0411,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,25,49,74,ECE
16NG5A0411,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,25,50,75,ECE
16NG5A0412,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,18,24,42,ECE
16NG5A0412,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,19,15,34,ECE
16NG5A0412,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,26,0,26,ECE
16NG5A0412,2-2 SEM,RT22043,MANAGEMENT SCIENCE,21,33,54,ECE
16NG5A0412,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,17,4,21,ECE
16NG5A0412,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,22,19,41,ECE
16NG5A0412,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,22,41,63,ECE
16NG5A0412,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,21,39,60,ECE
16NG5A0413,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,21,7,28,ECE
16NG5A0413,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,21,15,36,ECE
16NG5A0413,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,22,7,29,ECE
16NG5A0413,2-2 SEM,RT22043,MANAGEMENT SCIENCE,19,32,51,ECE
16NG5A0413,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,16,41,57,ECE
16NG5A0413,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,19,24,43,ECE
16NG5A0413,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,20,40,60,ECE
16NG5A0413,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,19,37,56,ECE
16NG5A0414,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,21,45,66,ECE
16NG5A0414,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,20,41,61,ECE
16NG5A0414,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,19,17,36,ECE
16NG5A0414,2-2 SEM,RT22043,MANAGEMENT SCIENCE,23,25,48,ECE
16NG5A0414,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,20,33,53,ECE
16NG5A0414,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,25,39,64,ECE
16NG5A0414,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,20,39,59,ECE
16NG5A0414,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,23,46,69,ECE
16NG5A0415,2-2 SEM,RT22022,SWITCHING THEORY AND LOGIC DESIGN,27,25,52,ECE
16NG5A0415,2-2 SEM,RT22041,ELECTRONIC CIRCUIT ANALYSIS,22,40,62,ECE
16NG5A0415,2-2 SEM,RT22042,RANDOM VARIABLES & STOCHASTIC PROCESSES,20,11,31,ECE
16NG5A0415,2-2 SEM,RT22043,MANAGEMENT SCIENCE,17,25,42,ECE
16NG5A0415,2-2 SEM,RT22044,EM WAVES AND TRANSMISSION LINES,22,9,31,ECE
16NG5A0415,2-2 SEM,RT22045,ANALOG COMMUNICATIONS,23,25,48,ECE
16NG5A0415,2-2 SEM,RT22046,ELECTRONIC CIRCUIT ANALYSIS LAB,24,47,71,ECE
16NG5A0415,2-2 SEM,RT22047,ANALOG COMMUNICATIONS LAB,24,45,69,ECE
16NG5A0501,2-2 SEM,RT22051,PROBABILITY AND STATISTICS,23,35,58,CSE
16NG5A0501,2-2 SEM,RT22052,JAVA PROGRAMMING,27,36,63,CSE
16NG5A0501,2-2 SEM,RT22053,ADVANCED DATA STRUCTURES,28,31,59,CSE
16NG5A0501,2-2 SEM,RT22054,COMPUTER ORGANIZATION,23,24,47,CSE
16NG5A0501,2-2 SEM,RT22055,FORMAL LANGUAGES AND AUTOMATA THEORY,27,27,54,CSE
16NG5A0501,2-2 SEM,RT22056,ADVANCED DATA STRUCTURES LAB,23,46,69,CSE
16NG5A0501,2-2 SEM,RT22057,JAVA PROGRAMMING LAB,24,49,73,CSE
16NG5A0501,2-2 SEM,RT22058,FREE OPEN SOURCE SOFTWARE(FOSS) LAB,24,48,72,CSE
16NG5A0502,2-2 SEM,RT22051,PROBABILITY AND STATISTICS,22,28,50,CSE
16NG5A0502,2-2 SEM,RT22052,JAVA PROGRAMMING,24,24,48,CSE
16NG5A0502,2-2 SEM,RT22053,ADVANCED DATA STRUCTURES,26,32,58,CSE
16NG5A0502,2-2 SEM,RT22054,COMPUTER ORGANIZATION,21,14,35,CSE
16NG5A0502,2-2 SEM,RT22055,FORMAL LANGUAGES AND AUTOMATA THEORY,27,10,37,CSE
16NG5A0502,2-2 SEM,RT22056,ADVANCED DATA STRUCTURES LAB,22,44,66,CSE
16NG5A0502,2-2 SEM,RT22057,JAVA PROGRAMMING LAB,21,42,63,CSE
16NG5A0502,2-2 SEM,RT22058,FREE OPEN SOURCE SOFTWARE(FOSS) LAB,23,47,70,CSE
16NG5A0503,2-2 SEM,RT22051,PROBABILITY AND STATISTICS,22,36,58,CSE
16NG5A0503,2-2 SEM,RT22052,JAVA PROGRAMMING,26,32,58,CSE
16NG5A0503,2-2 SEM,RT22053,ADVANCED DATA STRUCTURES,26,34,60,CSE
16NG5A0503,2-2 SEM,RT22054,COMPUTER ORGANIZATION,26,32,58,CSE
16NG5A0503,2-2 SEM,RT22055,FORMAL LANGUAGES AND AUTOMATA THEORY,29,31,60,CSE
16NG5A0503,2-2 SEM,RT22056,ADVANCED DATA STRUCTURES LAB,24,49,73,CSE
16NG5A0503,2-2 SEM,RT22057,JAVA PROGRAMMING LAB,24,48,72,CSE
16NG5A0503,2-2 SEM,RT22058,FREE OPEN SOURCE SOFTWARE(FOSS) LAB,24,49,73,CSE
16NG5A0504,2-2 SEM,RT22051,PROBABILITY AND STATISTICS,25,38,63,CSE
16NG5A0504,2-2 SEM,RT22052,JAVA PROGRAMMING,29,12,41,CSE
16NG5A0504,2-2 SEM,RT22053,ADVANCED DATA STRUCTURES,27,46,73,CSE
16NG5A0504,2-2 SEM,RT22054,COMPUTER ORGANIZATION,24,46,70,CSE
16NG5A0504,2-2 SEM,RT22055,FORMAL LANGUAGES AND AUTOMATA THEORY,27,34,61,CSE
16NG5A0504,2-2 SEM,RT22056,ADVANCED DATA STRUCTURES LAB,24,49,73,CSE
16NG5A0504,2-2 SEM,RT22057,JAVA PROGRAMMING LAB,24,48,72,CSE
16NG5A0504,2-2 SEM,RT22058,FREE OPEN SOURCE SOFTWARE(FOSS) LAB,23,47,70,CSE
15MF1A0308,2-2 SEM,RT31016,IPR & PATENTS,22,24,46,ME
15MF1A0308,2-2 SEM,RT31031,DYNAMICS OF MACHINERY,16,33,49,ME
15MF1A0308,2-2 SEM,RT31032,METAL CUTTING & MACHINE TOOLS,16,25,41,ME
15MF1A0308,2-2 SEM,RT31033,DESIGN OF MACHINE MEMBERS-I,16,9,25,ME
15MF1A0308,2-2 SEM,RT31034,INSTRUMENTATION & CONTROL SYSTEMS,20,24,44,ME
15MF1A0308,2-2 SEM,RT31035,THERMAL ENGINEERING-II,21,9,30,ME
15MF1A0308,2-2 SEM,RT31036,METROLOGY,11,31,42,ME
15MF1A0308,2-2 SEM,RT31037,METROLOGY & INSTRUMENTATION LAB,18,40,58,ME
15MF1A0308,2-2 SEM,RT31038,MACHINE TOOLS LAB,19,38,57,ME
15NG1A0101,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,25,53,78,ECE
15NG1A0101,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,27,66,93,ECE
15NG1A0101,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,67,97,ECE
15NG1A0101,III-I SEM,RT31014,ENGINEERING GEOLOGY,28,47,75,ECE
15NG1A0101,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,49,77,ECE
15NG1A0101,III-I SEM,RT31016,IPR & PATENTS,25,55,80,ECE
15NG1A0101,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,25,49,74,ECE
15NG1A0101,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,19,45,64,ECE
15NG1A0102,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,19,0,19,ECE
15NG1A0102,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,25,0,25,ECE
15NG1A0102,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,25,11,36,ECE
15NG1A0102,III-I SEM,RT31014,ENGINEERING GEOLOGY,22,24,46,ECE
15NG1A0102,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,39,67,ECE
15NG1A0102,III-I SEM,RT31016,IPR & PATENTS,25,53,78,ECE
15NG1A0102,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,16,44,60,ECE
15NG1A0102,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,40,58,ECE
15NG1A0104,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,15,25,40,ECE
15NG1A0104,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,24,24,48,ECE
15NG1A0104,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,27,31,58,ECE
15NG1A0104,III-I SEM,RT31014,ENGINEERING GEOLOGY,17,18,35,ECE
15NG1A0104,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,23,24,47,ECE
15NG1A0104,III-I SEM,RT31016,IPR & PATENTS,20,24,44,ECE
15NG1A0104,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,19,44,63,ECE
15NG1A0104,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,44,62,ECE
15NG1A0105,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,27,65,92,ECE
15NG1A0105,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,24,49,73,ECE
15NG1A0105,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,70,100,ECE
15NG1A0105,III-I SEM,RT31014,ENGINEERING GEOLOGY,29,53,82,ECE
15NG1A0105,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,30,66,96,ECE
15NG1A0105,III-I SEM,RT31016,IPR & PATENTS,28,43,71,ECE
15NG1A0105,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,22,49,71,ECE
15NG1A0105,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,19,48,67,ECE
15NG1A0106,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,18,50,68,ECE
15NG1A0106,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,28,47,75,ECE
15NG1A0106,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,28,35,63,ECE
15NG1A0106,III-I SEM,RT31014,ENGINEERING GEOLOGY,27,39,66,ECE
15NG1A0106,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,27,34,61,ECE
15NG1A0106,III-I SEM,RT31016,IPR & PATENTS,26,50,76,ECE
15NG1A0106,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,17,46,63,ECE
15NG1A0106,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,43,61,ECE
15NG1A0107,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,20,44,64,ECE
15NG1A0107,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,14,32,46,ECE
15NG1A0107,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,28,22,50,ECE
15NG1A0107,III-I SEM,RT31014,ENGINEERING GEOLOGY,20,30,50,ECE
15NG1A0107,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,24,31,55,ECE
15NG1A0107,III-I SEM,RT31016,IPR & PATENTS,19,60,79,ECE
15NG1A0107,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,19,43,62,ECE
15NG1A0107,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,45,63,ECE
15NG1A0108,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,16,35,51,ECE
15NG1A0108,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,23,33,56,ECE
15NG1A0108,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,28,34,62,ECE
15NG1A0108,III-I SEM,RT31014,ENGINEERING GEOLOGY,21,50,71,ECE
15NG1A0108,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,26,32,58,ECE
15NG1A0108,III-I SEM,RT31016,IPR & PATENTS,17,31,48,ECE
15NG1A0108,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,16,42,58,ECE
15NG1A0108,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,17,44,61,ECE
15NG1A0109,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,24,30,54,ECE
15NG1A0109,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,24,49,73,ECE
15NG1A0109,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,64,94,ECE
15NG1A0109,III-I SEM,RT31014,ENGINEERING GEOLOGY,28,48,76,ECE
15NG1A0109,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,26,38,64,ECE
15NG1A0109,III-I SEM,RT31016,IPR & PATENTS,21,35,56,ECE
15NG1A0109,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,23,44,67,ECE
15NG1A0109,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,45,63,ECE
15NG1A0110,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,24,24,48,ECE
15NG1A0110,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,27,37,64,ECE
15NG1A0110,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,54,84,ECE
15NG1A0110,III-I SEM,RT31014,ENGINEERING GEOLOGY,25,33,58,ECE
15NG1A0110,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,27,24,51,ECE
15NG1A0110,III-I SEM,RT31016,IPR & PATENTS,23,49,72,ECE
15NG1A0110,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,18,46,64,ECE
15NG1A0110,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,47,65,ECE
15NG1A0111,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,19,46,65,ECE
15NG1A0111,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,28,26,54,ECE
15NG1A0111,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,28,18,46,ECE
15NG1A0111,III-I SEM,RT31014,ENGINEERING GEOLOGY,23,31,54,ECE
15NG1A0111,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,27,42,69,ECE
15NG1A0111,III-I SEM,RT31016,IPR & PATENTS,22,64,86,ECE
15NG1A0111,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,22,45,67,ECE
15NG1A0111,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,17,46,63,ECE
15NG1A0112,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,27,55,82,ECE
15NG1A0112,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,29,46,75,ECE
15NG1A0112,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,55,85,ECE
15NG1A0112,III-I SEM,RT31014,ENGINEERING GEOLOGY,28,67,95,ECE
15NG1A0112,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,30,42,72,ECE
15NG1A0112,III-I SEM,RT31016,IPR & PATENTS,21,44,65,ECE
15NG1A0112,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,23,48,71,ECE
15NG1A0112,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,48,66,ECE
15NG1A0113,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,22,28,50,ECE
15NG1A0113,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,21,25,46,ECE
15NG1A0113,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,28,44,72,ECE
15NG1A0113,III-I SEM,RT31014,ENGINEERING GEOLOGY,27,34,61,ECE
15NG1A0113,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,27,31,58,ECE
15NG1A0113,III-I SEM,RT31016,IPR & PATENTS,18,26,44,ECE
15NG1A0113,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,23,45,68,ECE
15NG1A0113,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,17,44,61,ECE
15NG1A0114,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,19,39,58,ECE
15NG1A0114,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,29,36,65,ECE
15NG1A0114,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,51,81,ECE
15NG1A0114,III-I SEM,RT31014,ENGINEERING GEOLOGY,26,52,78,ECE
15NG1A0114,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,39,67,ECE
15NG1A0114,III-I SEM,RT31016,IPR & PATENTS,24,54,78,ECE
15NG1A0114,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,19,45,64,ECE
